url,mode,written,written_human_readable,shape,shards,chunks,dimension_names,license,name,description,organismId,fbbiId
https://uk1s3.embassy.ebi.ac.uk/ebi-ngff-challenge-2024/2a544b69-9ddd-4941-9801-fd406d06880c.zarr,flat,10315626905,9.61 GB,"1,1,1061,3253,3874","1,1,128,128,128","1,1,32,32,32","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,Arabidopsis phloem pole,"Five-day-old Col-0 Arabidopsis thaliana root, phloem pole unloading zone (339-381 um from the root tip)",NCBI:txid3701,obo:FBbi_00000585
